Sku,"Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_700-watt)","Attribute Value (pa_700-watt)","Attribute In Variations (pa_700-watt)","Attribute Is Visible (pa_700-watt)","Attribute Is Taxonomy (pa_700-watt)","Attribute Name (pa_btu)","Attribute Value (pa_btu)","Attribute In Variations (pa_btu)","Attribute Is Visible (pa_btu)","Attribute Is Taxonomy (pa_btu)","Attribute Name (pa_hvac-attribute)","Attribute Value (pa_hvac-attribute)","Attribute In Variations (pa_hvac-attribute)","Attribute Is Visible (pa_hvac-attribute)","Attribute Is Taxonomy (pa_hvac-attribute)","Attribute Name (pa_hvac-component)","Attribute Value (pa_hvac-component)","Attribute In Variations (pa_hvac-component)","Attribute Is Visible (pa_hvac-component)","Attribute Is Taxonomy (pa_hvac-component)","Attribute Name (pa_refrigerant)","Attribute Value (pa_refrigerant)","Attribute In Variations (pa_refrigerant)","Attribute Is Visible (pa_refrigerant)","Attribute Is Taxonomy (pa_refrigerant)","Attribute Name (pa_technology)","Attribute Value (pa_technology)","Attribute In Variations (pa_technology)","Attribute Is Visible (pa_technology)","Attribute Is Taxonomy (pa_technology)","Attribute Name (pa_voltage)","Attribute Value (pa_voltage)","Attribute In Variations (pa_voltage)","Attribute Is Visible (pa_voltage)","Attribute Is Taxonomy (pa_voltage)","Attribute Name (pa_wattage)","Attribute Value (pa_wattage)","Attribute In Variations (pa_wattage)","Attribute Is Visible (pa_wattage)","Attribute Is Taxonomy (pa_wattage)","Product Type","Shipping Class","Product Visibility","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
,,9190.29,9190.29,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,9256.41,9256.41,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10070.78,10070.78,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10142.21,10142.21,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,10497.34,10497.34,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,700W+,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,TOPBiHiKu7-detailed1.png,/srv/htdocs/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png,4779,csi-TOPBiHiKu7.png,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPBiHiKu7-detailed1.png
,,6210,6210,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"Bifacial|Mono PERC",no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/BSM460M_72HBD.jpg|https://jan-garay.com/wp-content/uploads/2025/06/BSM460M-72HBD.png,BSM460M_72HBD.jpg|BSM460M-72HBD.png,/srv/htdocs/wp-content/uploads/2025/06/BSM460M_72HBD.jpg|/srv/htdocs/wp-content/uploads/2025/06/BSM460M-72HBD.png,5432|4841,BSM460M_72HBD|CSI-BSMxxxM-72HBD,|,|,CSI-BSM|,https://jan-garay.com/wp-content/uploads/2025/06/BSM460M_72HBD.jpg
,,7350,7350,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,600W-700W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/TOPCon-Bifacial-610W.jpg,TOPCon-Bifacial-610W.jpg,/srv/htdocs/wp-content/uploads/2025/06/TOPCon-Bifacial-610W.jpg,4839,CSI-TOPCon-Bifacial-xxx,,,,https://jan-garay.com/wp-content/uploads/2025/06/TOPCon-Bifacial-610W.jpg
,,3995,3995,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png|https://jan-garay.com/wp-content/uploads/2025/06/Screenshot-2025-04-10-at-20.03.50.png,ChatGPT-Image-Mar-9-2026-12_03_47-PM.png|Screenshot-2025-04-10-at-20.03.50.png,/srv/htdocs/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png|/srv/htdocs/wp-content/uploads/2025/06/Screenshot-2025-04-10-at-20.03.50.png,5733|4835,"ChatGPT Image Mar 9, 2026, 12_03_47 PM|Screenshot 2025-04-10 at 20.03.50",|,|,|,https://jan-garay.com/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png
,,4599,4599,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg|https://jan-garay.com/wp-content/uploads/2025/06/logo-1.png|https://jan-garay.com/wp-content/uploads/2025/06/Screenshot-2025-04-11-at-11.26.48.png,RSSEA8I550M-DG.jpg|logo-1.png|Screenshot-2025-04-11-at-11.26.48.png,/srv/htdocs/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg|/srv/htdocs/wp-content/uploads/2025/06/logo-1.png|/srv/htdocs/wp-content/uploads/2025/06/Screenshot-2025-04-11-at-11.26.48.png,5750|4838|4837,"RSSEA8I550M-DG|logo (1)|Screenshot 2025-04-11 at 11.26.48",||,||,RSSEA8I550M-DG||,https://jan-garay.com/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,/srv/htdocs/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,4851,"GOWATT EV CHARGER THOR 07-12 AS-P US",,,,https://jan-garay.com/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png
,,610,610,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,/srv/htdocs/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png,4851,"GOWATT EV CHARGER THOR 07-12 AS-P US",,,,https://jan-garay.com/wp-content/uploads/2025/06/GOWATT-EV-CHARGER-THOR-07-12-AS-P-US.png
,,115.71,115.71,,instock,,,12,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png,ChatGPT-Image-Mar-9-2026-12_03_47-PM.png,/srv/htdocs/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png,5733,"ChatGPT Image Mar 9, 2026, 12_03_47 PM",,,,https://jan-garay.com/wp-content/uploads/2025/06/ChatGPT-Image-Mar-9-2026-12_03_47-PM.png
,,128,128,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,Bifacial,no,yes,yes,Voltage,,no,no,no,Wattage,500W-600W,no,yes,yes,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg|https://jan-garay.com/wp-content/uploads/2025/06/logo-1.png,RSSEA8I550M-DG.jpg|logo-1.png,/srv/htdocs/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg|/srv/htdocs/wp-content/uploads/2025/06/logo-1.png,5750|4838,"RSSEA8I550M-DG|logo (1)",|,|,RSSEA8I550M-DG|,https://jan-garay.com/wp-content/uploads/2025/07/RSSEA8I550M-DG.jpg
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png,Growatt-ARO-9.9H-C1.png,/srv/htdocs/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png,5043,"Growatt ARO 9.9H-C1",,,,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png,Growatt-ARO-9.9H-C1.png,/srv/htdocs/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png,5043,"Growatt ARO 9.9H-C1",,,,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-ARO-9.9H-C1.png
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/GROWATT-WIT-HU-US-L2-IMAGE.png,GROWATT-WIT-HU-US-L2-IMAGE.png,/srv/htdocs/wp-content/uploads/2025/07/GROWATT-WIT-HU-US-L2-IMAGE.png,5053,"GROWATT-WIT-HU-US-L2 IMAGE",,,,https://jan-garay.com/wp-content/uploads/2025/07/GROWATT-WIT-HU-US-L2-IMAGE.png
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-Bundle-10-Inv-9.9-KWH-Battery-2.png,Growatt-Bundle-10-Inv-9.9-KWH-Battery-2.png,/srv/htdocs/wp-content/uploads/2025/07/Growatt-Bundle-10-Inv-9.9-KWH-Battery-2.png,5059,"Growatt Bundle - 10 Inv + 9.9 KWH Battery 2",,,,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-Bundle-10-Inv-9.9-KWH-Battery-2.png
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/GROWATT-SPH_10000TL_HU_website_picture.png,GROWATT-SPH_10000TL_HU_website_picture.png,/srv/htdocs/wp-content/uploads/2025/07/GROWATT-SPH_10000TL_HU_website_picture.png,5067,"GROWATT SPH_10000TL_HU_website_picture",,,,https://jan-garay.com/wp-content/uploads/2025/07/GROWATT-SPH_10000TL_HU_website_picture.png
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/CH-Mini.jpeg,CH-Mini.jpeg,/srv/htdocs/wp-content/uploads/2025/07/CH-Mini.jpeg,5069,"C&H Mini",,,,https://jan-garay.com/wp-content/uploads/2025/07/CH-Mini.jpeg
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/CH-Urban.jpg,CH-Urban.jpg,/srv/htdocs/wp-content/uploads/2025/07/CH-Urban.jpg,5068,"VRF novo Site - 10","xr:d:DAF83woOEFQ:16,j:2499916680209601163,t:24021617",,,https://jan-garay.com/wp-content/uploads/2025/07/CH-Urban.jpg
,,,,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-Bundle-28-Inv-19.8-kWh-Battery-2-e1753970276952.png,Growatt-Bundle-28-Inv-19.8-kWh-Battery-2-e1753970276952.png,/srv/htdocs/wp-content/uploads/2025/07/Growatt-Bundle-28-Inv-19.8-kWh-Battery-2-e1753970276952.png,5060,"Growatt Bundle - 28 Inv + 19.8 kWh Battery 2",,,,https://jan-garay.com/wp-content/uploads/2025/07/Growatt-Bundle-28-Inv-19.8-kWh-Battery-2-e1753970276952.png
,,6470.63,6470.63,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,Evox-System-Black-White-7.png,/srv/htdocs/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,5373,"Evox System Black & White 7",,,,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png
,,8058.38,8058.38,,instock,,,1,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,Evox-System-Black-White-7.png,/srv/htdocs/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,5373,"Evox System Black & White 7",,,,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png
,,5078.63,5078.63,,outofstock,,,2,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,Evox-System-Black-White-7.png,/srv/htdocs/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,5373,"Evox System Black & White 7",,,,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png
,,8642.00,8642.00,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,Evox-System-Black-White-7.png,/srv/htdocs/wp-content/uploads/2025/08/Evox-System-Black-White-7.png,5373,"Evox System Black & White 7",,,,https://jan-garay.com/wp-content/uploads/2025/08/Evox-System-Black-White-7.png
,,959.23,959.23,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,R-32,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,conjunto-aire-aurus-1-scaled.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,/srv/htdocs/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,4700|4148|4147|4146|4145,"conjunto aire aurus|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-1",||||,||||,"|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI",https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png
,,1250,1250,,instock,,,1,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute",,no,no,no,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,R-32,no,yes,yes,Technology,,no,no,no,Voltage,220V,no,yes,yes,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|https://jan-garay.com/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,conjunto-aire-aurus-1-scaled.png|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,/srv/htdocs/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-4.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-3.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-2.avif|/srv/htdocs/wp-content/uploads/2025/04/AURUS-Mini-Split-Inverter-Star-Series-24-SEER2-12K-BTU-CoolingHeat-115V-WIFI-1.avif,4700|4148|4147|4146|4145,"conjunto aire aurus|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-4|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-3|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-2|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU CoolingHeat 115V WIFI-1",||||,||||,"|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI|AURUS Mini Split Inverter Star Series 24 SEER2 12K BTU Cooling/Heat 115V WIFI",https://jan-garay.com/wp-content/uploads/2025/05/conjunto-aire-aurus-1-scaled.png
,,115,115,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,,visible,https://jan-garay.com/wp-content/uploads/2025/08/Midea-Logo.png,Midea-Logo.png,/srv/htdocs/wp-content/uploads/2025/08/Midea-Logo.png,5272,"Midea Logo",,,,https://jan-garay.com/wp-content/uploads/2025/08/Midea-Logo.png
,,4784.06,4784.06,,onbackorder,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,MonoFacial,no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/08/Screenshot-2025-08-15-at-7.39.17.png,Screenshot-2025-08-15-at-7.39.17.png,/srv/htdocs/wp-content/uploads/2025/08/Screenshot-2025-08-15-at-7.39.17.png,5309,"Screenshot 2025-08-15 at 7.39.17",,,,https://jan-garay.com/wp-content/uploads/2025/08/Screenshot-2025-08-15-at-7.39.17.png
